matrix_id,root_invariant,title,summary,source_issue_ids,release_target,status,severity,domain,secondary_domains,data_loss_risk,security_risk,determinism_risk,recovery_risk,affected_commands,affected_files,expected_invariant,planned_fix,required_regression_tests,required_ci_gates,acceptance_criteria,closure_proof,decision_rationale,notes
CK-110-M063,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 38 raw finding(s) from codacy under one remediation invariant.,CK-110-0007;CK-110-0025;CK-110-0037;CK-110-0105;CK-110-0178;CK-110-0198;CK-110-0201;CK-110-0261;CK-110-0280;CK-110-0314;CK-110-0335;CK-110-0376;CK-110-0381;CK-110-0388;CK-110-0464;CK-110-0488;CK-110-0502;CK-110-0594;CK-110-0613;CK-110-0674;CK-110-0709;CK-110-0741;CK-110-0754;CK-110-0819;CK-110-0886;CK-110-0988;CK-110-1027;CK-110-1044;CK-110-1112;CK-110-1180;CK-110-1251;CK-110-1256;CK-110-1291;CK-110-1324;CK-110-1328;CK-110-1362;CK-110-1401;CK-110-1402,v1.10.4,triaged,S3,gc,,none,none,none,none,0600,tests/adversarial/g69_gc_safety_matrix_test.go;tests/adversarial/g4_non_destructive_gc_adversarial_test.go;internal/maintenance/gc_parity_test.go;internal/maintenance/gc_step11_test.go;internal/maintenance/stats_test.go;internal/maintenance/stats_bench_test.go;internal/maintenance/gc_test.go;internal/gc/plan_test.go;internal/maintenance/gc_step11_parity_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Align GC/refcount reachability and add dry-run/live-plan regression tests.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=38; sources=codacy
CK-110-M064,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 4 raw finding(s) from codacy under one remediation invariant.,CK-110-0082;CK-110-0396;CK-110-0991;CK-110-1317,v1.10.5,triaged,S3,recovery,,none,none,none,medium,,internal/recovery/system_recovery_test.go;internal/recovery/system_recovery_additional_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Harden restore/recovery validation and add unsafe-mode regression tests.,required: release-domain regression tests or documented rationale,none,Restore/recovery mode-specific inputs are rejected safely and do not fall through to unintended behavior.,,,source_count=4; sources=codacy
CK-110-M065,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 2 raw finding(s) from codacy under one remediation invariant.,CK-110-0427;CK-110-0864,v1.10.5,triaged,S3,recovery,,none,none,none,medium,,internal/recovery/system_recovery_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Harden restore/recovery validation and add unsafe-mode regression tests.,required: release-domain regression tests or documented rationale,none,Restore/recovery mode-specific inputs are rejected safely and do not fall through to unintended behavior.,,,source_count=2; sources=codacy
CK-110-M066,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 57 raw finding(s) from codacy under one remediation invariant.,CK-110-0001;CK-110-0041;CK-110-0044;CK-110-0050;CK-110-0054;CK-110-0072;CK-110-0085;CK-110-0106;CK-110-0115;CK-110-0139;CK-110-0151;CK-110-0210;CK-110-0248;CK-110-0252;CK-110-0269;CK-110-0289;CK-110-0324;CK-110-0360;CK-110-0413;CK-110-0486;CK-110-0572;CK-110-0605;CK-110-0618;CK-110-0646;CK-110-0657;CK-110-0669;CK-110-0694;CK-110-0742;CK-110-0751;CK-110-0771;CK-110-0811;CK-110-0850;CK-110-0860;CK-110-0861;CK-110-0863;CK-110-0871;CK-110-0875;CK-110-0930;CK-110-0933;CK-110-0943;CK-110-0957;CK-110-1025;CK-110-1026;CK-110-1032;CK-110-1038;CK-110-1046;CK-110-1058;CK-110-1106;CK-110-1142;CK-110-1208;CK-110-1240;CK-110-1248;CK-110-1305;CK-110-1342;CK-110-1396;CK-110-1422;CK-110-1441,v1.10.5,triaged,S3,restore,,none,none,none,none,,internal/storage/restore_test.go;tests/adversarial/g1_deterministic_restore_adversarial_test.go;tests/adversarial/g5_atomic_restore_adversarial_test.go;tests/adversarial/g67_deterministic_restore_matrix_test.go;internal/storage/restore_step8_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Harden restore/recovery validation and add unsafe-mode regression tests.,required: release-domain regression tests or documented rationale,none,Restore/recovery mode-specific inputs are rejected safely and do not fall through to unintended behavior.,,,source_count=57; sources=codacy
CK-110-M067,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 46 raw finding(s) from codacy under one remediation invariant.,CK-110-0017;CK-110-0055;CK-110-0066;CK-110-0129;CK-110-0141;CK-110-0165;CK-110-0166;CK-110-0169;CK-110-0255;CK-110-0317;CK-110-0362;CK-110-0414;CK-110-0435;CK-110-0474;CK-110-0535;CK-110-0570;CK-110-0629;CK-110-0665;CK-110-0697;CK-110-0717;CK-110-0766;CK-110-0841;CK-110-0849;CK-110-0889;CK-110-0917;CK-110-0920;CK-110-0993;CK-110-1024;CK-110-1048;CK-110-1061;CK-110-1093;CK-110-1147;CK-110-1162;CK-110-1175;CK-110-1192;CK-110-1200;CK-110-1230;CK-110-1247;CK-110-1260;CK-110-1273;CK-110-1279;CK-110-1303;CK-110-1306;CK-110-1323;CK-110-1365;CK-110-1375,v1.10.5,triaged,S3,restore,,none,none,none,none,0600,tests/adversarial/g1_deterministic_restore_adversarial_test.go;internal/storage/restore_test.go;tests/adversarial/g1_step11_restore_determinism_test.go;tests/adversarial/g67_deterministic_restore_matrix_test.go;internal/storage/restore_step8_test.go;tests/adversarial/g5_atomic_restore_adversarial_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Harden restore/recovery validation and add unsafe-mode regression tests.,required: release-domain regression tests or documented rationale,none,Restore/recovery mode-specific inputs are rejected safely and do not fall through to unintended behavior.,,,source_count=46; sources=codacy
CK-110-M068,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 21 raw finding(s) from codacy under one remediation invariant.,CK-110-0024;CK-110-0048;CK-110-0199;CK-110-0275;CK-110-0528;CK-110-0664;CK-110-0671;CK-110-0686;CK-110-0790;CK-110-0798;CK-110-0809;CK-110-0821;CK-110-0923;CK-110-0955;CK-110-0972;CK-110-1031;CK-110-1160;CK-110-1186;CK-110-1239;CK-110-1242;CK-110-1426,v1.10.6,triaged,S3,benchmark,,none,none,none,none,,internal/benchmark/corpus_test.go;internal/chunk/benchmark/benchmark_test.go;internal/benchmark/corpus_registry_test.go;internal/benchmark/metrics_test.go;internal/chunk/benchmark/runner.go;internal/benchmark/corpus.go;internal/chunk/benchmark/datasets.go;internal/benchmark/dataset.go;internal/benchmark/runner_test.go;internal/benchmark/runner.go;internal/verify/verify_performance_benchmark_test.go;internal/benchmark/scenarios.go;internal/benchmark/dataset_test.go;internal/benchmark/metrics.go,Test complexity findings must be reviewed without weakening invariant coverage,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=21; sources=codacy
CK-110-M069,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 17 raw finding(s) from codacy under one remediation invariant.,CK-110-0022;CK-110-0224;CK-110-0232;CK-110-0364;CK-110-0580;CK-110-0756;CK-110-0763;CK-110-0929;CK-110-1056;CK-110-1141;CK-110-1152;CK-110-1202;CK-110-1225;CK-110-1226;CK-110-1315;CK-110-1332;CK-110-1355,v1.10.6,triaged,S3,benchmark,,none,none,none,none,0600;math/rand;crypto/rand,internal/benchmark/determinism_test.go;internal/benchmark/corpus_test.go;internal/benchmark/dataset_test.go;internal/verify/verify_performance_benchmark_test.go;internal/benchmark/corpus_registry_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=17; sources=codacy
CK-110-M070,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 165 raw finding(s) from codacy under one remediation invariant.,CK-110-0067;CK-110-0090;CK-110-0100;CK-110-0104;CK-110-0110;CK-110-0114;CK-110-0117;CK-110-0138;CK-110-0163;CK-110-0164;CK-110-0175;CK-110-0176;CK-110-0177;CK-110-0180;CK-110-0190;CK-110-0197;CK-110-0206;CK-110-0208;CK-110-0209;CK-110-0214;CK-110-0222;CK-110-0225;CK-110-0226;CK-110-0228;CK-110-0230;CK-110-0234;CK-110-0237;CK-110-0244;CK-110-0249;CK-110-0253;CK-110-0258;CK-110-0286;CK-110-0287;CK-110-0298;CK-110-0300;CK-110-0307;CK-110-0320;CK-110-0329;CK-110-0331;CK-110-0333;CK-110-0343;CK-110-0358;CK-110-0377;CK-110-0391;CK-110-0397;CK-110-0401;CK-110-0425;CK-110-0430;CK-110-0434;CK-110-0436;CK-110-0440;CK-110-0444;CK-110-0450;CK-110-0454;CK-110-0460;CK-110-0483;CK-110-0485;CK-110-0495;CK-110-0501;CK-110-0505;CK-110-0509;CK-110-0517;CK-110-0532;CK-110-0537;CK-110-0542;CK-110-0543;CK-110-0565;CK-110-0583;CK-110-0586;CK-110-0595;CK-110-0597;CK-110-0621;CK-110-0622;CK-110-0668;CK-110-0690;CK-110-0695;CK-110-0703;CK-110-0707;CK-110-0720;CK-110-0722;CK-110-0731;CK-110-0732;CK-110-0736;CK-110-0737;CK-110-0738;CK-110-0740;CK-110-0758;CK-110-0767;CK-110-0770;CK-110-0772;CK-110-0775;CK-110-0781;CK-110-0783;CK-110-0785;CK-110-0794;CK-110-0795;CK-110-0804;CK-110-0806;CK-110-0820;CK-110-0826;CK-110-0832;CK-110-0847;CK-110-0853;CK-110-0881;CK-110-0893;CK-110-0895;CK-110-0900;CK-110-0907;CK-110-0909;CK-110-0911;CK-110-0926;CK-110-0935;CK-110-0937;CK-110-0940;CK-110-0950;CK-110-0952;CK-110-0961;CK-110-0965;CK-110-0967;CK-110-1004;CK-110-1010;CK-110-1016;CK-110-1036;CK-110-1043;CK-110-1049;CK-110-1050;CK-110-1057;CK-110-1077;CK-110-1078;CK-110-1082;CK-110-1086;CK-110-1091;CK-110-1107;CK-110-1123;CK-110-1148;CK-110-1156;CK-110-1157;CK-110-1164;CK-110-1179;CK-110-1203;CK-110-1204;CK-110-1209;CK-110-1227;CK-110-1238;CK-110-1245;CK-110-1249;CK-110-1252;CK-110-1255;CK-110-1262;CK-110-1271;CK-110-1274;CK-110-1276;CK-110-1290;CK-110-1293;CK-110-1339;CK-110-1340;CK-110-1343;CK-110-1367;CK-110-1370;CK-110-1389;CK-110-1392;CK-110-1399;CK-110-1409;CK-110-1414;CK-110-1425,v1.10.6,triaged,S3,codacy,,none,none,none,none,,internal/repository/capabilities/derive_test.go;internal/graph/traversal_test.go;tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go;internal/graph/reachability_test.go;tests/integration/v18_migration_compatibility_integration_test.go;internal/observability/cross_consistency_test.go;internal/cli/render/stats_test.go;internal/observability/service_test.go;internal/observability/inspect_test.go;internal/listing/list_test.go;tests/utils/common.go;tests/integration/v19_stats_semantics_integration_test.go;tests/adversarial/g2_inconsistent_state_adversarial_test.go;internal/blocks/block_builder_test.go;tests/adversarial/g611_adversarial_compression_longrun_test.go;tests/adversarial/g9_batch_semantics_adversarial_test.go;internal/observability/stats_test.go;tests/adversarial/g7_deep_corruption_adversarial_test.go;tests/adversarial/g10_g13_physical_graph_adversarial_test.go;internal/cli/render/simulate_test.go;internal/batch/resolver_test.go;internal/listing/search_test.go;internal/retention/reachability_test.go;internal/graph/references_test.go;tests/adversarial/g68_dedup_semantics_matrix_test.go;internal/observability/equivalence_phase7_test.go;internal/repository/capabilities/model_test.go;internal/iodebug/counters_test.go;tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go;tests/adversarial/g6_concurrent_operations_adversarial_test.go;internal/batch/executor_test.go;internal/observability/simulate_store_test.go;internal/blocks/block_format_v1_test.go;internal/blocks/plain_test.go;tests/adversarial/g610_mixed_repository_stability_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,none,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=165; sources=codacy
CK-110-M071,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 4 raw finding(s) from codacy under one remediation invariant.,CK-110-0019;CK-110-0467;CK-110-0587;CK-110-1013,v1.10.6,triaged,S3,codacy,,none,none,none,none,math/rand;crypto/rand,tests/adversarial/g611_adversarial_compression_longrun_test.go;internal/graph/reachability_test.go;tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go;tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,none,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=4; sources=codacy
CK-110-M072,Documentation style findings must be classified without blocking correctness releases,Classify documentation style findings,Groups 118 raw finding(s) from codacy under one remediation invariant.,CK-110-0010;CK-110-0015;CK-110-0026;CK-110-0043;CK-110-0053;CK-110-0060;CK-110-0065;CK-110-0088;CK-110-0093;CK-110-0108;CK-110-0120;CK-110-0125;CK-110-0188;CK-110-0202;CK-110-0221;CK-110-0227;CK-110-0239;CK-110-0246;CK-110-0264;CK-110-0319;CK-110-0325;CK-110-0359;CK-110-0361;CK-110-0372;CK-110-0374;CK-110-0384;CK-110-0408;CK-110-0416;CK-110-0420;CK-110-0453;CK-110-0468;CK-110-0471;CK-110-0475;CK-110-0477;CK-110-0480;CK-110-0482;CK-110-0526;CK-110-0531;CK-110-0540;CK-110-0563;CK-110-0567;CK-110-0569;CK-110-0573;CK-110-0603;CK-110-0640;CK-110-0641;CK-110-0679;CK-110-0682;CK-110-0691;CK-110-0719;CK-110-0723;CK-110-0745;CK-110-0774;CK-110-0778;CK-110-0799;CK-110-0808;CK-110-0810;CK-110-0823;CK-110-0843;CK-110-0852;CK-110-0859;CK-110-0865;CK-110-0873;CK-110-0877;CK-110-0878;CK-110-0880;CK-110-0891;CK-110-0892;CK-110-0899;CK-110-0903;CK-110-0919;CK-110-0921;CK-110-0924;CK-110-0928;CK-110-0958;CK-110-0959;CK-110-0974;CK-110-0989;CK-110-1008;CK-110-1051;CK-110-1066;CK-110-1072;CK-110-1074;CK-110-1079;CK-110-1080;CK-110-1095;CK-110-1109;CK-110-1126;CK-110-1133;CK-110-1149;CK-110-1155;CK-110-1159;CK-110-1161;CK-110-1166;CK-110-1168;CK-110-1174;CK-110-1176;CK-110-1184;CK-110-1197;CK-110-1219;CK-110-1272;CK-110-1295;CK-110-1301;CK-110-1319;CK-110-1321;CK-110-1322;CK-110-1333;CK-110-1334;CK-110-1357;CK-110-1376;CK-110-1381;CK-110-1383;CK-110-1387;CK-110-1390;CK-110-1400;CK-110-1431;CK-110-1438;CK-110-1439,backlog,triaged,S4,docs,,none,none,none,none,,docs/benchmarking.md;docs/STEP64_METRICS_VALIDATION.md;docs/BENCHMARK_METRICS.md;docs/internal/storage_contract_v1_9.md;docs/BENCHMARK_CORPORA.md;docs/STORAGE_SEMANTICS_v1.9_ENGINE_QUICK_REFERENCE.md,Documentation style findings must be classified without blocking correctness releases,Track as non-blocking cleanup or policy decision.,none unless policy changes,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=118; sources=codacy
CK-110-M073,Low-risk cleanup findings must be tracked without disrupting stabilization scope,Low-risk cleanup findings must be tracked without disrupting stabilization scope,Groups 2 raw finding(s) from external-audit under one remediation invariant.,CK-110-1487;CK-110-1690,backlog,triaged,S4,tooling,,none,none,low,none,snapshot list,,Low-risk cleanup findings must be tracked without disrupting stabilization scope,Track as non-blocking cleanup or policy decision.,recommended,candidate,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=2; sources=external-audit
CK-110-M074,Documentation style findings must be classified without blocking correctness releases,Classify documentation style findings,Groups 1 raw finding(s) from codacy under one remediation invariant.,CK-110-0616,v1.10.2,triaged,S4,filesystem,,none,none,none,none,,SECURITY.md,Documentation style findings must be classified without blocking correctness releases,Centralize validation/security hardening and add invalid-input regression tests.,required: release-domain regression tests or documented rationale,none,Invalid validation/security cases are rejected before unsafe/stateful work where practical.,,,source_count=1; sources=codacy
CK-110-M075,Codacy finding must be classified before enforcement,Codacy finding must be classified before enforcement,Groups 4 raw finding(s) from codacy under one remediation invariant.,CK-110-0271;CK-110-0279;CK-110-0693;CK-110-1403,v1.10.4,triaged,S4,gc,,medium,none,medium,none,,.golangci.yml,Codacy finding must be classified before enforcement,Align GC/refcount reachability and add dry-run/live-plan regression tests.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=4; sources=codacy
CK-110-M076,Documentation style findings must be classified without blocking correctness releases,Classify documentation style findings,Groups 8 raw finding(s) from codacy under one remediation invariant.,CK-110-0186;CK-110-0194;CK-110-0459;CK-110-0637;CK-110-0934;CK-110-0960;CK-110-1139;CK-110-1350,v1.10.6,triaged,S4,codacy,,none,none,none,none,,SECURITY.md,Documentation style findings must be classified without blocking correctness releases,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,none,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=8; sources=codacy
CK-110-M077,"Benchmark and comparison flows must detect malformed, mismatched, or unsafe inputs",Review benchmark backlog correctness gaps,Manual split from CK-110-M053: groups 47 external backlog finding(s) by behavioral topic.,CK-110-1459;CK-110-1506;CK-110-1536;CK-110-1556;CK-110-1562;CK-110-1563;CK-110-1574;CK-110-1584;CK-110-1585;CK-110-1586;CK-110-1590;CK-110-1626;CK-110-1631;CK-110-1633;CK-110-1635;CK-110-1640;CK-110-1648;CK-110-1649;CK-110-1654;CK-110-1655;CK-110-1667;CK-110-1685;CK-110-1687;CK-110-1688;CK-110-1689;CK-110-1694;CK-110-1695;CK-110-1711;CK-110-1743;CK-110-1793;CK-110-1795;CK-110-1802;CK-110-1809;CK-110-1826;CK-110-1827;CK-110-1866;CK-110-1867;CK-110-1888;CK-110-1928;CK-110-1935;CK-110-1936;CK-110-1950;CK-110-1959;CK-110-1973;CK-110-1974;CK-110-1983;CK-110-1984,backlog,triaged,S3,benchmark,,none,none,low,none,scripts/compare_phase8_dedup_results.py;benchmark run --workers 0;benchmark;outputSupportedCommands;benchmark --output json;benchmark run --compare;benchmark run;--compare;--threshold;benchmark chunkers;benchmark chunkers --output json;--output;run_phase8_matrix.sh;scripts/run_phase8_gc_sequence.sh;--remove-ratio;.go;%s;validate_regression_thresholds.py;compare_phase8_gc_results.py;benchmark run --corpus;benchmark run --workers N;run_phase8_blocksize_matrix.sh;block_decode_count;compare_phase8_dedup_results.py --max-delta-ratio;benchmark run --workers +3;benchmark run --repeat +2;--repeat +2;Measure();fn,,"Benchmark and comparison flows must detect malformed, mismatched, or unsafe inputs",Track as non-blocking cleanup or policy decision.,recommended,required: CI or release-gate check candidate,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,manual_split_from=CK-110-M053; source_count=47; sources=external-audit; bucket=benchmark-tooling
CK-110-M078,CLI commands must reject unsupported combinations and preserve explicit argument contracts,Review CLI contract backlog behavior gaps,Manual split from CK-110-M053: groups 33 external backlog finding(s) by behavioral topic.,CK-110-1469;CK-110-1510;CK-110-1518;CK-110-1532;CK-110-1533;CK-110-1538;CK-110-1539;CK-110-1548;CK-110-1550;CK-110-1564;CK-110-1568;CK-110-1575;CK-110-1582;CK-110-1583;CK-110-1597;CK-110-1599;CK-110-1604;CK-110-1609;CK-110-1610;CK-110-1616;CK-110-1617;CK-110-1630;CK-110-1665;CK-110-1672;CK-110-1680;CK-110-1704;CK-110-1708;CK-110-1805;CK-110-1870;CK-110-1882;CK-110-1890;CK-110-1924,backlog,triaged,S3,cli,,none,none,low,none,"search --extension .TXT;search;simulate --help --bad-flag;simulate store --codec plain --output json;list --sort foo;search --sort foo;config set compression-level 0;[1,9];none;search --extension txt;coldkeep search report;search --min-size 100 --max-size 10;init --output json;config get compression extra;config set compression zstd;config bad <valid-key>;config set compression ZSTD;config get compression-level;config;coldkeep init;init --compression-level;init --compression-level ""3 "";+3;search --extension ""."";config get;config set;simulate store-folder --codec plain --output json;list/search --limit +10;--offset +10;stats/inspect/simulate --help --trace --trace-json;list",,CLI commands must reject unsupported combinations and preserve explicit argument contracts,Track as non-blocking cleanup or policy decision.,recommended,candidate,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,manual_split_from=CK-110-M053; source_count=33; sources=external-audit; bucket=cli-contract
CK-110-M079,Removal and maintenance flows must preserve safety invariants under malformed inputs,Review removal and maintenance backlog behavior gaps,Manual split from CK-110-M053: groups 11 external backlog finding(s) by behavioral topic.,CK-110-1504;CK-110-1505;CK-110-1543;CK-110-1561;CK-110-1746;CK-110-1779;CK-110-1780;CK-110-1862;CK-110-1864;CK-110-1969;CK-110-1979,backlog,triaged,S3,gc,,none,none,low,none,repair ref-counts --input file;--input;repair ref-counts --fail-fast;--fail-fast;remove --limit;remove --dryRun;--failFast;repair ref-counts;simulate gc --help --trace --trace-json,,Removal and maintenance flows must preserve safety invariants under malformed inputs,Track as non-blocking cleanup or policy decision.,recommended,candidate,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,manual_split_from=CK-110-M053; source_count=11; sources=external-audit; bucket=maintenance-removal
CK-110-M080,Unclassified backlog findings must be assigned to concrete remediation invariants before closure,Review unclassified external backlog behavior gaps,Manual split from CK-110-M053: groups 92 external backlog finding(s) by behavioral topic.,CK-110-1530;CK-110-1531;CK-110-1545;CK-110-1565;CK-110-1569;CK-110-1589;CK-110-1596;CK-110-1598;CK-110-1601;CK-110-1602;CK-110-1603;CK-110-1605;CK-110-1607;CK-110-1608;CK-110-1618;CK-110-1623;CK-110-1625;CK-110-1627;CK-110-1628;CK-110-1638;CK-110-1639;CK-110-1643;CK-110-1644;CK-110-1646;CK-110-1647;CK-110-1650;CK-110-1651;CK-110-1652;CK-110-1656;CK-110-1660;CK-110-1661;CK-110-1662;CK-110-1673;CK-110-1677;CK-110-1699;CK-110-1709;CK-110-1717;CK-110-1718;CK-110-1723;CK-110-1729;CK-110-1731;CK-110-1733;CK-110-1742;CK-110-1778;CK-110-1787;CK-110-1794;CK-110-1801;CK-110-1816;CK-110-1817;CK-110-1850;CK-110-1851;CK-110-1852;CK-110-1854;CK-110-1855;CK-110-1857;CK-110-1858;CK-110-1863;CK-110-1865;CK-110-1868;CK-110-1869;CK-110-1872;CK-110-1876;CK-110-1877;CK-110-1878;CK-110-1879;CK-110-1881;CK-110-1883;CK-110-1886;CK-110-1887;CK-110-1889;CK-110-1905;CK-110-1906;CK-110-1912;CK-110-1913;CK-110-1914;CK-110-1915;CK-110-1916;CK-110-1937;CK-110-1938;CK-110-1951;CK-110-1960;CK-110-1961;CK-110-1962;CK-110-1963;CK-110-1970;CK-110-1972;CK-110-1980;CK-110-1982;CK-110-1987;CK-110-1989,backlog,triaged,S3,tooling,,none,none,low,none,--output;store --codec plain;store-folder --codec plain --output json;doctor;help --output json;options='...';COLDKEEP_KEY;help --bad-flag;generateJSON;coldkeep version --bad-flag;ParseCodec;jq;README.md;sh -lc;tar;utils_env.GetenvOrDefaultInt64;jpeg_sim;psql;CGO_ENABLED=0;mattn/go-sqlite3;go test ./...;time.Duration;store-folder;int;--;CheckPhysicalFileGraphIntegrity();COMPLETED;ValidateCorpus();COLDKEEP_STRICT_RECOVERY;false;stats --help --trace --trace-json;doctor --output json;--fail-fast;COLDKEEP_COMPRESSION_LEVEL;zstd;COLDKEEP_STORE_FOLDER_WORKERS=+3;execution.FromEnv();NewLocalWriter();none;noneCompressor.Decompress();TransformPipeline;original_name;updatePhysicalFile();RunRegistry(),,Unclassified backlog findings must be assigned to concrete remediation invariants before closure,Track as non-blocking cleanup or policy decision.,recommended,candidate,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,manual_split_from=CK-110-M053; source_count=92; sources=external-audit; bucket=misc-backlog
CK-110-M081,Packed-storage and chunk-graph operations must preserve reachability and parity invariants,Review packed-storage parity and reachability gaps,Manual split from CK-110-M053: groups 77 external backlog finding(s) by behavioral topic.,CK-110-1571;CK-110-1577;CK-110-1580;CK-110-1587;CK-110-1588;CK-110-1606;CK-110-1621;CK-110-1697;CK-110-1707;CK-110-1721;CK-110-1722;CK-110-1728;CK-110-1732;CK-110-1752;CK-110-1754;CK-110-1755;CK-110-1756;CK-110-1757;CK-110-1758;CK-110-1759;CK-110-1763;CK-110-1765;CK-110-1768;CK-110-1769;CK-110-1770;CK-110-1773;CK-110-1774;CK-110-1785;CK-110-1786;CK-110-1789;CK-110-1796;CK-110-1797;CK-110-1798;CK-110-1821;CK-110-1823;CK-110-1833;CK-110-1834;CK-110-1835;CK-110-1837;CK-110-1838;CK-110-1840;CK-110-1841;CK-110-1845;CK-110-1846;CK-110-1847;CK-110-1849;CK-110-1859;CK-110-1871;CK-110-1873;CK-110-1874;CK-110-1884;CK-110-1891;CK-110-1892;CK-110-1893;CK-110-1894;CK-110-1895;CK-110-1901;CK-110-1902;CK-110-1907;CK-110-1908;CK-110-1944;CK-110-1945;CK-110-1946;CK-110-1947;CK-110-1948;CK-110-1949;CK-110-1952;CK-110-1954;CK-110-1957;CK-110-1958;CK-110-1967;CK-110-1968;CK-110-1971;CK-110-1978;CK-110-1981;CK-110-1985;CK-110-1986,backlog,triaged,S3,packed-storage,,none,none,low,none,$2;O_TRUNC;O_EXCL;max_size;SimulatedWriter.SealContainer();sealing=TRUE;StorageBlockReader;stats;storage_blocks;simulate store;simulate store-folder;blocks.Repository.GetByChunkID();blocks.Repository.GetByChunkHash();replace;chunk_block_refs;COMPLETED;repair chunk-ref-counts;storage_blocks.codec;linkFileChunkWithContext();live_ref_count;FileContainer.SetSize();storage_blocks.logical_size;graph.getFileChunks();chunk_id;StoreService.ResolveActiveChunker();chunk.NewRegistry();ChunkID == 0;EncodePackedBlockV1FromChunks();NewStorageChunkResolver(nil);FileContainer.ReadAt();rows.Err();file_chunk;cleanupLogicalFileChunkMappingsWithContext();RemoveFileWithDBResult();UpdateContainerSize();SealContainerInDir(),,Packed-storage and chunk-graph operations must preserve reachability and parity invariants,Track as non-blocking cleanup or policy decision.,recommended,candidate,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,manual_split_from=CK-110-M053; source_count=77; sources=external-audit; bucket=packed-storage
