ck_id,title,source,source_id,source_file,source_line,source_rule,source_category,source_subcategory,source_severity,source_tool,source_commit,release_target,status,severity,domain,root_invariant,matrix_id,duplicate_of,breaking_risk,data_loss_risk,security_risk,determinism_risk,recovery_risk,requires_regression_test,requires_ci_gate,production_code,test_code,docs_only,area,critical_path,owner,decision,decision_rationale,planned_fix,validation_command,closure_proof,notes
CK-110-1292,The application was found setting directory permissions to overly permissive values.,codacy,baae4ea5a70fecff0b718e569a6e2e50,internal/container/local_writer.go,97,Semgrep_go_file-permissions_rule-mkdir,Security,FileAccess,High,Opengrep,4c974bfac55c61b1b715b3043fed3648eeba5adf,v1.10.2,triaged,S1,storage,Filesystem permission scanner findings must be reviewed by runtime area and threat model,CK-110-M006,,none,medium,medium,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for storage because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"bucket=production-security-candidate; line_text=_ = os.MkdirAll(dir, 0755); s0_s1_review=confirmed-s1"
CK-110-1293,Method TestCrossConsistency_StatsAndInspectAgreeOnChunkCount has a cyclomatic complexity of 10 (limit is 8),codacy,838580777a47e052391f0d08818dc1ef,internal/observability/cross_consistency_test.go,23,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S3,codacy,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M070,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,,,,,bucket=test-complexity-hotspot; line_text=func TestCrossConsistency_StatsAndInspectAgreeOnChunkCount(t *testing.T) {
CK-110-1294,Method TestFileContainerSyncSkipsRedundantFsyncWithoutNewWrites has a cyclomatic complexity of 13 (limit is 8),codacy,4d77b19d0be9311ec372ee7242bc077f,internal/container/container_test.go,181,Lizard_ccn-medium,Complexity,,Warning,Lizard,23e002b9b8624cf5895e370b50e5ec84a98bd68d,backlog,triaged,S3,storage,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M051,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestFileContainerSyncSkipsRedundantFsyncWithoutNewWrites(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-1295,Expected: 1; Actual: 0; Below,codacy,8a4949279c1a5ecdcb4e207d58290116,docs/STEP64_METRICS_VALIDATION.md,34,markdownlint_MD022,CodeStyle,,Info,markdownlint,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S4,docs,Documentation style findings must be classified without blocking correctness releases,CK-110-M072,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=#### 4. Memory Metrics (2 metrics)
CK-110-1296,Method recoverSealingContainers has 79 lines of code (limit is 50),codacy,366393580ec91b675604aeb5b1aba783,internal/recovery/system_recovery.go,174,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.5,triaged,S1,recovery,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M037,,none,medium,none,medium,medium,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for recovery because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"bucket=production-complexity-hotspot; line_text=func recoverSealingContainers(dbconn *sql.DB, containersDir string, stats *recoveryStats) error {; s0_s1_review=confirmed-s1"
CK-110-1297,Method SearchFilesResultWithDB has a cyclomatic complexity of 18 (limit is 8),codacy,a1aa629371898c028270472296835be1,internal/listing/search.go,14,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S2,codacy,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M044,,none,none,none,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func SearchFilesResultWithDB(dbconn *sql.DB, args []string) ([]FileRecord, error) {; s0_s1_review=downgraded-s2"
CK-110-1298,The application dynamically constructs file or path information.,codacy,b67b77733cd92d7c1c773d3a1ca7d534,internal/storage/store_prepare_chunks_test.go,431,Semgrep_go_filesystem_rule-fileread,Security,FileAccess,Error,Opengrep,0ad8658aee19498c28727985f43807bc47d03957,backlog,triaged,S3,storage,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M052,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=original, err := os.ReadFile(path); s0_s1_review=downgraded-s3"
CK-110-1299,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,5716150802497ec32d486ff698f0141c,internal/container/container_test.go,295,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,ba7fa662f9cad616344a5e00709b60dc4d0f3ea7,backlog,triaged,S3,storage,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M052,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=f, err := os.OpenFile(path, os.O_WRONLY|os.O_APPEND, 0o666); s0_s1_review=downgraded-s3"
CK-110-1300,Method  has a cyclomatic complexity of 25 (limit is 8),codacy,e0160479f097b56edf8b0fe6a63b550d,tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go,45,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S3,storage,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M051,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-complexity-hotspot; line_text=t.Run(string(codec), func(t *testing.T) {; s0_s1_review=downgraded-s3"
CK-110-1301,Lists should be surrounded by blank lines,codacy,60e7070a3308cff7a06f3468a1d0d7ce,docs/STEP64_METRICS_VALIDATION.md,103,markdownlint_MD032,CodeStyle,,Info,markdownlint,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S4,docs,Documentation style findings must be classified without blocking correctness releases,CK-110-M072,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=- `TestStorageMetricsDistinguishLogicalFromPhysical` validates separation
CK-110-1302,Method verifyBlockPayloadsMode has 110 lines of code (limit is 50),codacy,3ebc57d6706cb9b16f8796397d0959c8,internal/verify/verify_repository.go,443,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S2,verify,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M027,,none,medium,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func verifyBlockPayloadsMode(dbconn *sql.DB, containersDir string, includeDeepContentChecks bool) error {; s0_s1_review=downgraded-s2"
CK-110-1303,The application dynamically constructs file or path information.,codacy,dc1a6c4b0bad82ca2888ad944d186a9e,internal/storage/restore_test.go,647,Semgrep_go_filesystem_rule-fileread,Security,FileAccess,Error,Opengrep,0ba9506695566f78d25ded7b3d89078f129e25e3,v1.10.5,triaged,S3,restore,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M067,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=restored, err := os.ReadFile(storedPath); s0_s1_review=downgraded-s3"
CK-110-1304,File tests/utils/common.go has 1043 non-comment lines of code,codacy,7114cfa5d00fb0e9f32e2c20a9c4ebd6,tests/utils/common.go,1,Lizard_file-nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S3,filesystem,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M056,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=package testutils; s0_s1_review=downgraded-s3
CK-110-1305,Method TestRestoreFailsWhenAESGCMTransformerKeyIsMissing has 71 lines of code (limit is 50),codacy,d45eed05f9472a800e328f16dc63985f,internal/storage/restore_test.go,1450,Lizard_nloc-medium,Complexity,,Warning,Lizard,4436885601354a1800b36064aa3d197a26aa4b11,v1.10.5,triaged,S3,restore,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M066,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestRestoreFailsWhenAESGCMTransformerKeyIsMissing(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-1306,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,9fbd31139208622eef43c06b5c7992c4,tests/adversarial/g1_step11_restore_determinism_test.go,35,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,267df133bd52cd8ce905ef6c64b8c6c9306985b1,v1.10.5,triaged,S3,restore,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M067,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(filepath.Dir(path), 0o755); err != nil {; s0_s1_review=downgraded-s3"
CK-110-1307,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,f23a169f2b2e1e54577cc5ddf39adf67,internal/benchmark/runner.go,185,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,91f935752a6599df526fbed4ba82b440ab365634,v1.10.6,triaged,S1,benchmark,Filesystem permission scanner findings must be reviewed by runtime area and threat model,CK-110-M020,,none,none,medium,none,none,false,false,false,true,false,benchmark,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for benchmark because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"bucket=production-security-candidate; line_text=if err := os.MkdirAll(dataPath, 0o755); err != nil {; s0_s1_review=confirmed-s1"
CK-110-1308,Method  has a cyclomatic complexity of 13 (limit is 8),codacy,9ad4549ce7a04aa029bb6dcaf8fa2908,tests/adversarial/g4_non_destructive_gc_adversarial_test.go,195,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.4,triaged,S3,gc,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M062,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-complexity-hotspot; line_text=t.Run(codec, func(t *testing.T) {; s0_s1_review=downgraded-s3"
CK-110-1309,Method RepairLogicalRefCountsResultWithDB has a cyclomatic complexity of 10 (limit is 8),codacy,6174b238aa09a585a0b390f67076b932,internal/maintenance/repair_refcounts.go,23,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.4,triaged,S2,gc,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M036,,none,medium,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func RepairLogicalRefCountsResultWithDB(dbconn *sql.DB) (result RepairLogicalRefCountsResult, err error) {; s0_s1_review=downgraded-s2"
CK-110-1310,Method RenderSnapshotShowHuman has 54 lines of code (limit is 50),codacy,dc45951031fc5de8d4c9ad433631b3a5,internal/cli/render/snapshot_list_show.go,64,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S2,snapshot,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M025,,none,none,none,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,bucket=production-complexity-hotspot; line_text=func RenderSnapshotShowHuman(; s0_s1_review=downgraded-s2
CK-110-1311,Insecure dependency golang/stdlib@v1.23.0 (CVE-2025-47907: database/sql: Postgres Scan Race Condition) (update,codacy,fdb4df5b07f56a6b546dcd5da0a3118a,go.mod,3,Trivy_vulnerability_high,Security,InsecureModulesLibraries,High,Trivy,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S1,dependencies,Supported Go toolchain must not carry known unplanned CVEs,CK-110-M009,,none,none,medium,none,none,true,true,true,false,false,production,,,fix,"Will be remediated or resolved in v1.10.2 security hardening; v1.10.0 records baseline only. | Phase 12 S0/S1 review: Candidate remains critical for dependencies because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,bucket=dependency-cve; line_text=go 1.23; s0_s1_review=confirmed-s1
CK-110-1312,Method TestApplyPackedBlockTransformsWriteOrderCompressionThenEncryptionThenPhysicalHash has 58 lines of code ,codacy,b3874797edb957d18c3f827e0ab8b49c,internal/storage/store_transform_ordering_contract_test.go,54,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S3,storage,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M051,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestApplyPackedBlockTransformsWriteOrderCompressionThenEncryptionThenPhysicalHash(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-1313,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,4ecfe82892fa9e399e18622cea3f7e40,internal/observability/equivalence_phase7_test.go,343,Semgrep_go_sql_rule-concat-sqli,Security,SQLInjection,Error,Opengrep,c16a28358b0516d4cf57102650185ea73c21735a,v1.10.2,triaged,S3,security,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M059,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := dbconn.QueryRow(`SELECT id FROM snapshot_path WHERE path = ?`, path).Scan(&pathID); err != nil {; s0_s1_review=downgraded-s3"
CK-110-1314,File internal/observability/equivalence_phase7_test.go has 597 non-comment lines of code,codacy,d00f3ef8e9bc9d00987b9c01171030e2,internal/observability/equivalence_phase7_test.go,1,Lizard_file-nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S3,filesystem,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M056,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=package observability; s0_s1_review=downgraded-s3
CK-110-1315,The application dynamically constructs file or path information.,codacy,16ac0048bd4d3a5b5be3b76f942d5678,internal/benchmark/corpus_registry_test.go,227,Semgrep_go_filesystem_rule-fileread,Security,FileAccess,Error,Opengrep,fc8112a95961f6f3eba8ce8d6e1dc63ca8780ed0,v1.10.6,triaged,S3,benchmark,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M069,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,,,,,"bucket=test-security-noise; line_text=data, _ := os.ReadFile(filePath)"
CK-110-1316,Do not use `math/rand`. Use `crypto/rand` instead.,codacy,6a4804794d38fc1e805200127f0e6599,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,7,Semgrep_go.lang.security.audit.crypto.math_random.math-random-used,Security,Cryptography,Error,Opengrep,e675ba781b33cb0a643d74df46df9e78fa50484c,backlog,triaged,S3,snapshot,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M050,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,,,,,"bucket=test-security-noise; line_text=""math/rand"""
CK-110-1317,Method TestBuildReportMapsAllFields has a cyclomatic complexity of 11 (limit is 8),codacy,360a0b154a4f499c0da312be208f074b,internal/recovery/system_recovery_additional_test.go,40,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.5,triaged,S3,recovery,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M064,,none,none,none,none,medium,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestBuildReportMapsAllFields(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-1318,String-formatted SQL query detected.,codacy,c066a224d0e70f551df4d4f50bc82bf1,internal/verify/verify_corruption_fixtures_test.go,90,Semgrep_go.lang.security.audit.database.string-formatted-query.string-formatted-query,Security,SQLInjection,Error,Opengrep,4063279927e416c661b23b985ef8102a362051e0,backlog,triaged,S3,verify,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M055,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=query := fmt.Sprintf(""UPDATE chunk_block_refs SET %s = $1 WHERE block_id = $2 AND chunk_id = $3"", field); s0_s1_review=downgraded-s3"
CK-110-1319,Lists should be surrounded by blank lines,codacy,ced869c7a0e0f91553ec2911b05f8bfe,docs/BENCHMARK_METRICS.md,55,markdownlint_MD032,CodeStyle,,Info,markdownlint,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S4,docs,Documentation style findings must be classified without blocking correctness releases,CK-110-M072,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=- Compare `StoreMBps` vs `RestoreMBps` to identify compression CPU cost
CK-110-1320,The application dynamically constructs file or path information.,codacy,2d399e4654d471a08adb1a75248bcf17,internal/container/container_test.go,295,Semgrep_go_filesystem_rule-fileread,Security,FileAccess,Error,Opengrep,ba7fa662f9cad616344a5e00709b60dc4d0f3ea7,backlog,triaged,S3,storage,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M052,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=f, err := os.OpenFile(path, os.O_WRONLY|os.O_APPEND, 0o666); s0_s1_review=downgraded-s3"
CK-110-1321,Expected: 2; Actual: 3,codacy,94664c5c2af454fae3dd1016956e6233,docs/benchmarking.md,1560,markdownlint_MD007,CodeStyle,,Info,markdownlint,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S4,docs,Documentation style findings must be classified without blocking correctness releases,CK-110-M072,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=- Evidence: `docs/internal/storage_compatibility_matrix.md` (Fully Supported + Supported Compatibility Modes)
CK-110-1322,Lists should be surrounded by blank lines,codacy,489d60b3d2236c1fd890172fed0e8c05,docs/STEP64_METRICS_VALIDATION.md,83,markdownlint_MD032,CodeStyle,,Info,markdownlint,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S4,docs,Documentation style findings must be classified without blocking correctness releases,CK-110-M072,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=- `TestMetricsStableAcrossMultipleRuns` verifies deterministic behavior
CK-110-1323,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,dd25517a6881a8e2b3f72c934709268,tests/adversarial/g1_step11_restore_determinism_test.go,105,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,267df133bd52cd8ce905ef6c64b8c6c9306985b1,v1.10.5,triaged,S3,restore,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M067,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(filepath.Dir(dest), 0o755); err != nil {; s0_s1_review=downgraded-s3"
CK-110-1324,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,c062f81c999a942b87af27563b4b3fed,internal/gc/plan_test.go,121,Semgrep_go_sql_rule-concat-sqli,Security,SQLInjection,Error,Opengrep,88f5505f7fd132877670813290f50292f649f103,v1.10.4,triaged,S3,gc,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M063,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if _, err := dbconn.Exec(`UPDATE logical_file SET ref_count = (SELECT COUNT(*) FROM physical_file WHERE logical_file_id = ?) WHERE id = ?`, fileID, fileID); err != nil {; s0_s1_review=downgraded-s3"
CK-110-1325,The application dynamically constructs file or path information.,codacy,89daccfadb8f5b8c833e9d8d19e747af,internal/storage/storage_block_reader_test.go,415,Semgrep_go_filesystem_rule-fileread,Security,FileAccess,Error,Opengrep,c5907c8595fdeff13e877a3d60b5bc2ed4781c50,v1.10.3,deferred,S3,packed-storage,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M061,,none,none,none,none,none,false,false,false,true,false,test,,,deferred,Test-only scanner finding deferred; benign dynamic-path usage in test fixtures; not a production invariant.,,,Inherited from CK-110-M061: 2 test-only dynamic-path scanner findings deferred; not production correctness invariants; test file patterns confirmed benign; retained for post-integrity hardening review.,"bucket=test-security-noise; line_text=fh, err := os.OpenFile(path, os.O_RDWR, 0); s0_s1_review=downgraded-s3"
CK-110-1326,File internal/db/migrations_test.go has 1990 non-comment lines of code,codacy,b919bbbeb0f9a6f05872a0b082c9aab8,internal/db/migrations_test.go,1,Lizard_file-nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S3,migration,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M047,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=package db; s0_s1_review=downgraded-s3
CK-110-1327,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,84c4785388e92247e42ff4b865a60c85,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,122,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,e675ba781b33cb0a643d74df46df9e78fa50484c,backlog,triaged,S3,snapshot,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M050,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(outDir, 0o755); err != nil {"
CK-110-1328,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,1d6f7056a4b6bd5e43f6b6e5d0e6b10d,internal/maintenance/stats_bench_test.go,84,Semgrep_go_sql_rule-concat-sqli,Security,SQLInjection,Error,Opengrep,b260ec480396de71c0c68f71a752b831750fe97d,v1.10.4,triaged,S3,gc,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M063,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if _, err := logicalFileStmt.Exec(; s0_s1_review=downgraded-s3"
CK-110-1329,Insecure dependency golang/stdlib@v1.23.0 (CVE-2026-42499: Pathological inputs could cause DoS through consume,codacy,c6c234ed57d50ab578bd83a5c81e3963,go.mod,3,Trivy_vulnerability_high,Security,InsecureModulesLibraries,High,Trivy,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S1,dependencies,Supported Go toolchain must not carry known unplanned CVEs,CK-110-M009,,none,none,medium,none,none,true,true,true,false,false,production,,,fix,"Will be remediated or resolved in v1.10.2 security hardening; v1.10.0 records baseline only. | Phase 12 S0/S1 review: Candidate remains critical for dependencies because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,bucket=dependency-cve; line_text=go 1.23; s0_s1_review=confirmed-s1
CK-110-1330,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,e724907dcedb48e3b0f8bebc3393f900,internal/container/container.go,84,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,46b5d64074781d24fcecc6b9e3dba243a429ea89,v1.10.2,triaged,S1,storage,Filesystem permission scanner findings must be reviewed by runtime area and threat model,CK-110-M006,,none,medium,medium,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for storage because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"bucket=production-security-candidate; line_text=f, err = os.OpenFile(path, os.O_RDONLY, 0644); s0_s1_review=confirmed-s1"
