ck_id,matrix_id,source_id,source_tool,source_rule,source_file,area,severity,domain,title,recommended_action
CK-110-0763,CK-110-M069,a89ea002410061e9c93b0a057ff39257,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/benchmark/dataset_test.go,test,S3,benchmark,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0765,CK-110-M047,4a22a023e8743909dc3404343ebfbf50,Lizard,Lizard_ccn-medium,internal/db/migrations_test.go,test,S3,migration,Method TestEnsurePostgresSchemaAutoMigratesVersionElevenToTwelve has a cyclomatic complexity of 13 (limit is 8,review-for-suppression-or-backlog
CK-110-0766,CK-110-M067,9b1694bdbbf4bd6e318d6807dcd28126,Opengrep,Semgrep_go_filesystem_rule-fileread,tests/adversarial/g1_deterministic_restore_adversarial_test.go,test,S3,restore,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0767,CK-110-M070,a5e10444dd8919a0ff0c65f063049f42,Lizard,Lizard_ccn-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectLogicalFileReverseRelations has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0768,CK-110-M057,90fd2ddc8ca2a9d8078be283d5e4cf0c,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0769,CK-110-M057,f4e13b465026c2b934f55062ed9d72bb,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0770,CK-110-M070,59b2957a194e6e9f956f7ad66abb7e2b,Lizard,Lizard_nloc-medium,tests/adversarial/g7_deep_corruption_adversarial_test.go,test,S3,codacy,Method  has 54 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0771,CK-110-M066,c716dcc0cef7c94e0284958cb14c2929,Lizard,Lizard_ccn-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestorePinningFailsOnMalformedChunkChunkerVersion has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0772,CK-110-M070,3836c700f64bd63306bc68dd9676f728,Lizard,Lizard_ccn-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectContainerIncludesReverseRelations has a cyclomatic complexity of 10 (limit is 8),review-for-suppression-or-backlog
CK-110-0773,CK-110-M051,1860a729a8b2d23233515a252e2e7e9a,Lizard,Lizard_nloc-medium,tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go,test,S3,storage,Method  has 104 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0774,CK-110-M072,2bf400f9828be5d2b412bd982ef0114e,markdownlint,markdownlint_MD032,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0775,CK-110-M070,e4a64f5ec1b71e405dbb58bad5dc8671,Lizard,Lizard_nloc-medium,internal/graph/reachability_test.go,test,S3,codacy,Method TestGetReachableChunksFromSnapshots has 53 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0777,CK-110-M054,77993102551336b2b9a4b815a6867246,Lizard,Lizard_nloc-medium,internal/verify/verify_system_test.go,test,S3,verify,Method seedVerifyLegacyBlockFixture has 62 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0778,CK-110-M072,cb9ba31e5e33617c1e2dd5d5482bde76,markdownlint,markdownlint_MD032,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0779,CK-110-M057,785af5af6ea2eb430ed603d267eec723,Opengrep,Semgrep_go_filesystem_rule-fileread,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,filesystem,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0780,CK-110-M057,360ad77ad8288a96f70db41836534fa4,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g10_g13_physical_graph_adversarial_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0781,CK-110-M070,1a8d3ddcff9af1fc86829caf73e5ac6f,Lizard,Lizard_ccn-medium,internal/graph/traversal_test.go,test,S3,codacy,Method TestTraverseDeterministicOrder has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0782,CK-110-M047,d69752da1e67b8349e990074c86c1610,Lizard,Lizard_ccn-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsCreatesCompressionConfigDefaults has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-0783,CK-110-M070,950ff4f44230b71467b64260182491a4,Lizard,Lizard_ccn-medium,internal/retention/reachability_test.go,test,S3,codacy,Method TestComputeReachabilitySummary has a cyclomatic complexity of 13 (limit is 8),review-for-suppression-or-backlog
CK-110-0784,CK-110-M062,be8d31b2370f8fe0921dce70084c5936,Lizard,Lizard_ccn-medium,internal/maintenance/gc_packed_test.go,test,S3,gc,Method TestSweepUnreachableChunksMetadataOrderTransactionSafety has a cyclomatic complexity of 17 (limit is 8),review-for-suppression-or-backlog
CK-110-0785,CK-110-M070,9be01cf05808025fe715ee27cf262b28,Lizard,Lizard_nloc-medium,tests/adversarial/g6_concurrent_operations_adversarial_test.go,test,S3,codacy,Method  has 54 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0787,CK-110-M052,feacc00419c89bb306a6807aa4a1d296,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/storage/phase1_compat_matrix_test.go,test,S3,storage,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0788,CK-110-M050,8379a10c70dd466fca5dd7b2c6daca60,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,test,S3,snapshot,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0789,CK-110-M055,bd133fd824db1ad7a2bd1f842c180b4f,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/verify/verify_system_test.go,test,S3,verify,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0790,CK-110-M068,6f9c292c232389523c5b8c4dfed1bbf,Lizard,Lizard_ccn-medium,internal/benchmark/dataset.go,benchmark,S3,benchmark,Method GenerateDataset has a cyclomatic complexity of 10 (limit is 8),review-for-suppression-or-backlog
CK-110-0792,CK-110-M051,1d965d6be1a16738fc5a1e9e1b0f6467,Lizard,Lizard_nloc-medium,internal/storage/store_compression_feature_gate_test.go,test,S3,storage,Method runCompressionSmokeMeasurement has 55 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0793,CK-110-M052,488f0ad23a38e382e876ee90d7d98c5b,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/storage/store_compression_feature_gate_test.go,test,S3,storage,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0794,CK-110-M070,9b833b19c7b2e4218b3ccca7c1a9b9e4,Lizard,Lizard_ccn-medium,internal/observability/service_test.go,test,S3,codacy,Method TestSimulateGCMatchesGCPlan has a cyclomatic complexity of 10 (limit is 8),review-for-suppression-or-backlog
CK-110-0795,CK-110-M070,852c3aceb8dcf66aa0ca50ab8fa76fc6,Lizard,Lizard_ccn-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectRepositoryBasic has a cyclomatic complexity of 19 (limit is 8),review-for-suppression-or-backlog
CK-110-0796,CK-110-M057,aaf2ab4734e8d77eb75663a672767e4f,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/utils/common.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0797,CK-110-M062,65f840a78aad9feab61c58f866624454,Lizard,Lizard_ccn-medium,internal/maintenance/stats_test.go,test,S3,gc,Method TestCollectBlockStatsAndRunStatsExposure has a cyclomatic complexity of 31 (limit is 8),review-for-suppression-or-backlog
CK-110-0798,CK-110-M068,3a0ad916b03c1ef5d3ef3cfe2ac92d0d,Lizard,Lizard_ccn-medium,internal/benchmark/runner_test.go,test,S3,benchmark,Method TestRunBenchmarkRunsCasesInOrderWithIsolatedContexts has a cyclomatic complexity of 13 (limit is 8),review-for-suppression-or-backlog
CK-110-0799,CK-110-M072,fdf1ecd8cb857568e0ad03020ee56e35,markdownlint,markdownlint_MD022,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-0800,CK-110-M057,8626f34c8a6369244f61e0efa511968c,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0802,CK-110-M057,c1da8eb73a81db7b8ab88349c3aa4f3,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g7_deep_corruption_adversarial_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0804,CK-110-M070,36ba8bd036531ffe54e4a512a3cb1daf,Lizard,Lizard_nloc-medium,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,codacy,Method TestPhase7BuildFixtureWithActualV17BinaryIntegration has 56 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0806,CK-110-M070,27adad97210eda22752810668882b4d3,Lizard,Lizard_ccn-medium,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0807,CK-110-M060,19573a7492b7bd803058f5992d202677,Lizard,Lizard_ccn-medium,internal/storage/storage_block_reader_test.go,test,S3,packed-storage,Method TestStorageBlockReaderEncryptedPlaintextSizeMismatchDetectedWithoutPartialOutput has a cyclomatic compl,review-for-suppression-or-backlog
CK-110-0808,CK-110-M072,aa091c4a5558b76896b4e781bda47570,markdownlint,markdownlint_MD032,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0809,CK-110-M068,323991c40433359d78316e980834c730,Lizard,Lizard_nloc-medium,internal/benchmark/runner.go,benchmark,S3,benchmark,Method RunBenchmark has 59 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0810,CK-110-M072,2be70ecb8350b556c47050e1bc7b92b2,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-0811,CK-110-M066,8d92d0621593360cdfb020852534cf8d,Lizard,Lizard_ccn-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestoreFailurePreservesExistingOutput has a cyclomatic complexity of 14 (limit is 8),review-for-suppression-or-backlog
CK-110-0812,CK-110-M048,e7ab140c605c507ff505ae7b90aac276,Opengrep,Semgrep_go.lang.security.audit.sqli.gosql-sqli.gosql-sqli,internal/db/migrations_test.go,test,S3,migration,"Detected string concatenation with a non-literal variable in a ""database/sql"" Go SQL statement.",review-for-suppression-or-backlog
CK-110-0814,CK-110-M057,8e44f920c9f8053b329ca827cdb034a4,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0815,CK-110-M047,9c6f1ed5839cd694bea77e12340f94e3,Lizard,Lizard_nloc-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsBackfillsPhysicalFileForLegacyLogicalFiles has 108 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0816,CK-110-M056,f12a5bfdb4429a9c08c844d7f8ec2334,Lizard,Lizard_file-nloc-medium,internal/observability/inspect_test.go,test,S3,filesystem,File internal/observability/inspect_test.go has 1154 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0817,CK-110-M062,885f98a1d1110594b9df057332af9e3,Lizard,Lizard_ccn-medium,internal/maintenance/stats_test.go,test,S3,gc,Method TestRunStatsResultBucketsUnknownChunkerMetadata has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-0818,CK-110-M054,2488dc208f8f378c4e174e7aa673e3a3,Lizard,Lizard_nloc-medium,internal/verify/verify_system_test.go,test,S3,verify,Method TestVerifyRepositoryRejectsInvalidDualLegacyPackedMapping has 64 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0819,CK-110-M063,cb3b7d8d4b7b01010c7d804fb5710dca,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/gc/plan_test.go,test,S3,gc,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0820,CK-110-M070,27f32c6740840c21ef84ec4a1be3fc8c,Lizard,Lizard_nloc-medium,internal/cli/render/stats_test.go,test,S3,codacy,Method TestRenderStatsJSONWritesResultPayload has 66 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0821,CK-110-M068,52932e13b0f0c7f0427547f17b1413cb,Lizard,Lizard_nloc-medium,internal/verify/verify_performance_benchmark_test.go,test,S3,benchmark,Method  has 67 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0822,CK-110-M048,6aeca5bb38bb98de38b07f9c319e5c5a,Opengrep,Semgrep_go.lang.security.audit.sqli.gosql-sqli.gosql-sqli,internal/db/migrations_test.go,test,S3,migration,"Detected string concatenation with a non-literal variable in a ""database/sql"" Go SQL statement.",review-for-suppression-or-backlog
CK-110-0823,CK-110-M072,d402a9f6a54326f43f63fc77edd238ad,markdownlint,markdownlint_MD032,docs/BENCHMARK_CORPORA.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0824,CK-110-M057,3fc10e7c3c14e65c6588e1474b887f54,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/integration/v19_legacy_upgrade_path_integration_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0826,CK-110-M070,9f80f70816e2336758fb9eae5a39d18c,Lizard,Lizard_ccn-medium,tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go,test,S3,codacy,Method verifyInvariantConvergenceG8 has a cyclomatic complexity of 13 (limit is 8),review-for-suppression-or-backlog
CK-110-0827,CK-110-M047,2a1c100a13369668d5f59fd54c2d4ca1,Lizard,Lizard_nloc-medium,internal/db/migrations_test.go,test,S3,migration,Method TestLoadSQLiteSchemaCreatesPhaseOneV8FreshBootstrap has 87 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0831,CK-110-M060,2b22c7ab41488b6cfe166c09f0b087f6,Lizard,Lizard_ccn-medium,internal/storage/storage_block_reader_test.go,test,S3,packed-storage,Method TestStorageBlockReaderLogicalHashMismatchOnCompressedFixture has a cyclomatic complexity of 9 (limit is,review-for-suppression-or-backlog
CK-110-0832,CK-110-M070,a310b686f2caaa95c0b998ad30c0dcfd,Lizard,Lizard_ccn-medium,tests/utils/common.go,test,S3,codacy,Method RunFixtureFolderEndToEnd has a cyclomatic complexity of 20 (limit is 8),review-for-suppression-or-backlog
CK-110-0833,CK-110-M056,d6279bc85950d7080ed2325ae485719a,Lizard,Lizard_ccn-medium,tests/integration/read_path_regression_test.go,test,S3,filesystem,Method TestReadPathRestoreNewlyStoredFileAfterPhase3Integration has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0835,CK-110-M059,e8a56a6a3263e8cf7ccc42ccea973344,Opengrep,Semgrep_go_sql_rule-concat-sqli,tests/adversarial/g6_concurrent_operations_adversarial_test.go,test,S3,security,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0836,CK-110-M047,240f226cfde97c153501f269cca7e416,Lizard,Lizard_ccn-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsBackfillsPhysicalFileForLegacyLogicalFiles has a cyclomatic complexity of 22 (limit is,review-for-suppression-or-backlog
CK-110-0841,CK-110-M067,2c099f2e9e09cb41fa1a92c42bdc2218,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/storage/restore_test.go,test,S3,restore,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0843,CK-110-M072,151898c171c006203868ef26ff6900fe,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0844,CK-110-M062,c80e6478aa275096474726281632074e,Lizard,Lizard_file-nloc-medium,internal/maintenance/stats_test.go,test,S3,gc,File internal/maintenance/stats_test.go has 559 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0845,CK-110-M048,fd5431bfd7a21f9052588692e09a0ba7,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/db/migrations_test.go,test,S3,migration,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0846,CK-110-M051,1f8d75daf4caad31fc5f8941d430809,Lizard,Lizard_ccn-medium,internal/storage/remove_test.go,test,S3,storage,Method TestRemoveFileByIDZerosRefCountDuringCascade has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0847,CK-110-M070,3006244e3adec13c1639e52a36cf530d,Lizard,Lizard_nloc-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectRepositoryBasic has 64 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0849,CK-110-M067,582630fa95a328a809e9885d7d4ad241,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g1_deterministic_restore_adversarial_test.go,test,S3,restore,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0850,CK-110-M066,8199099614350ad01e2e9b6cdd5122d0,Lizard,Lizard_ccn-medium,tests/adversarial/g67_deterministic_restore_matrix_test.go,test,S3,restore,Method testStep67MatrixVariant has a cyclomatic complexity of 20 (limit is 8),review-for-suppression-or-backlog
CK-110-0851,CK-110-M048,aedb01921962f3071f599749a62d1127,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/db/migrations_test.go,test,S3,migration,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0852,CK-110-M072,25031a059546a3a67e2df077e8d2ab44,markdownlint,markdownlint_MD024,docs/benchmarking.md,docs,S4,docs,Multiple headings with the same content,review-for-suppression-or-backlog
CK-110-0853,CK-110-M070,9b9944066fcce0950d79c1892342766b,Lizard,Lizard_ccn-medium,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 15 (limit is 8),review-for-suppression-or-backlog
CK-110-0854,CK-110-M051,d6946c256c6342eaeda7bb2d3c213914,Lizard,Lizard_ccn-medium,internal/container/container_test.go,test,S3,storage,Method TestFileContainerMethodsFailWhenClosed has a cyclomatic complexity of 10 (limit is 8),review-for-suppression-or-backlog
CK-110-0855,CK-110-M057,5052279977744f6a7125e3c5db8887ea,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/adversarial/g2_inconsistent_state_adversarial_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0856,CK-110-M057,6af12eb21ab767fc973ee5befd7988f4,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0859,CK-110-M072,57905440e53cb0176c68b19b56309692,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0860,CK-110-M066,73008e4453103e538b2f4e02d5e44907,Lizard,Lizard_nloc-medium,internal/storage/restore_test.go,test,S3,restore,Method TestBuildRestoreRecipeGraphSemanticsIgnoreTransformLayerHashesStep74 has 66 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0861,CK-110-M066,cd13d3f5d76f3dc77b0509f51c80964d,Lizard,Lizard_nloc-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestorePinningFailsOnEmptyChunkChunkerVersion has 75 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0862,CK-110-M051,c9bc48ec94be3121ce2f66a9ab4c00b0,Lizard,Lizard_nloc-medium,internal/storage/physical_file_repository_test.go,test,S3,storage,Method TestStoreFileCaseSensitivity has 53 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0863,CK-110-M066,7218f93935681f45463ca5a430f15173,Lizard,Lizard_nloc-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestoreFailurePreservesExistingOutput has 83 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0864,CK-110-M065,4d83c2a41b3b1e835d4acac118c78814,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/recovery/system_recovery_test.go,test,S3,recovery,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0865,CK-110-M072,e092d869ac572166b1ba58a281c7f51a,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-0866,CK-110-M048,ddc98e911114cb9b4c49e73e58d4bbbf,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/db/migrations_test.go,test,S3,migration,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0867,CK-110-M056,29a666021bb505ba527578efd133751e,Lizard,Lizard_file-nloc-medium,internal/retention/reachability_test.go,test,S3,filesystem,File internal/retention/reachability_test.go has 539 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0868,CK-110-M057,adef9dbc64a4456dfebb0e004bf97e3a,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0870,CK-110-M057,f73cf7fb6169ba298c3a01884c5adfc7,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0871,CK-110-M066,39598aebabe9c38c249d0de794cd406e,Lizard,Lizard_ccn-medium,internal/storage/restore_test.go,test,S3,restore,Method TestPinLogicalFileRestoreChunksReturnsOrderedChunkRows has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0872,CK-110-M054,fecd344a1f45ba26f7a74c56438bf1fc,Lizard,Lizard_nloc-medium,internal/verify/verify_system_test.go,test,S3,verify,Method seedVerifyCompressedPackedBlockFixture has 108 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0873,CK-110-M072,732288809d95946465f0275483cf13cb,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-0875,CK-110-M066,9f9ebb25722ad8c7b3d2774633678102,Lizard,Lizard_nloc-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestoreFailsOnCreateTempFilePermissionDenied has 81 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0877,CK-110-M072,9897c5ce1aaeeaa349237e5ca3af971c,markdownlint,markdownlint_MD024,docs/benchmarking.md,docs,S4,docs,Multiple headings with the same content,review-for-suppression-or-backlog
CK-110-0878,CK-110-M072,f21aa09158f89c07d74f03e648c1b4bc,markdownlint,markdownlint_MD022,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-0880,CK-110-M072,89aca45ce1c74060cbb848c995d4632a,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-0881,CK-110-M070,6e8a7c1b575998c832951afd07f0eb4,Lizard,Lizard_ccn-medium,internal/observability/cross_consistency_test.go,test,S3,codacy,Method TestCrossConsistency_SimulateGCMatchesGCPlanExactly has a cyclomatic complexity of 15 (limit is 8),review-for-suppression-or-backlog
CK-110-0882,CK-110-M062,b7f6693974703dd8f538875db70273e1,Lizard,Lizard_ccn-medium,internal/maintenance/gc_step11_test.go,test,S3,gc,Method TestStep11MixedLegacyAndPackedRepoRestoreRemainingAndVerify has a cyclomatic complexity of 17 (limit is,review-for-suppression-or-backlog
CK-110-0884,CK-110-M047,ba1fc3401371c9e7aceba8ffe4f29dcd,Lizard,Lizard_nloc-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsMigratesLegacySnapshotV7ToV8WithoutDataLoss has 263 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0886,CK-110-M063,4114371927ceccb7ff543c87c98eaeaa,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/maintenance/gc_test.go,test,S3,gc,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0887,CK-110-M062,7359bfd2c964f902e060a80b1eb5e99c,Lizard,Lizard_ccn-medium,internal/maintenance/gc_test.go,test,S3,gc,Method TestRunGCSucceedsAfterRepairLogicalRefCounts has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0888,CK-110-M052,649bcc9e3fbba13581ebd87b2dc866cf,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go,test,S3,storage,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0889,CK-110-M067,af83eea41086bb59481c8de2975dab82,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/storage/restore_test.go,test,S3,restore,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0891,CK-110-M072,95bddb88e745fc114c87f12a4e399d1c,markdownlint,markdownlint_MD022,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-0892,CK-110-M072,92c938b3b501d245457db4eebab0a16b,markdownlint,markdownlint_MD032,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0893,CK-110-M070,620fa6a6402ce8965b6d75204de7d303,Lizard,Lizard_ccn-medium,tests/adversarial/g6_concurrent_operations_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0894,CK-110-M051,54e48a9da7b0bcf6ecd79061e840e8c2,Lizard,Lizard_ccn-medium,internal/storage/remove_test.go,test,S3,storage,Method TestGetLogicalFileInspectInfoWithDBFound has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0895,CK-110-M070,86ebce338787e55c55c0a44304a76846,Lizard,Lizard_nloc-medium,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,codacy,Method TestPhase9CLICompatibilityIntegration has 211 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0898,CK-110-M049,73687e356ca307cf3c377ff751464d6b,Lizard,Lizard_ccn-medium,internal/snapshot/snapshot_fuzz_test.go,test,S3,snapshot,Method  has a cyclomatic complexity of 15 (limit is 8),review-for-suppression-or-backlog
