ck_id,matrix_id,title,source,source_file,source_line,status,severity,domain,decision,phase_owner,notes
CK-110-1057,CK-110-M070,Method  has a cyclomatic complexity of 10 (limit is 8),codacy,tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go,112,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1058,CK-110-M066,Method TestStep8RestoreCorruptedPackedBlockFailsCleanly has 55 lines of code (limit is 50),codacy,internal/storage/restore_step8_test.go,370,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1059,CK-110-M045,"The result of command substitution $(...) or `...`, if unquoted, is split on whitespace or other separators sp",codacy,scripts/smoke.sh,1210,triaged,S1,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1060,CK-110-M056,Method TestBackwardCompatV15CLIWorkflowIntegration has 97 lines of code (limit is 50),codacy,tests/integration/read_path_regression_test.go,454,triaged,S3,filesystem,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1061,CK-110-M067,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g5_atomic_restore_adversarial_test.go,108,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1062,CK-110-M056,File internal/blocks/block_format_v1_test.go has 511 non-comment lines of code,codacy,internal/blocks/block_format_v1_test.go,1,triaged,S3,filesystem,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1063,CK-110-M044,Method inspectSnapshot has a cyclomatic complexity of 10 (limit is 8),codacy,internal/observability/inspect.go,184,triaged,S2,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1064,CK-110-M025,Method resolveSnapshotRestoreSelection has a cyclomatic complexity of 21 (limit is 8),codacy,internal/snapshot/snapshot.go,1023,triaged,S2,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1065,CK-110-M009,Insecure dependency golang/stdlib@v1.23.0 (CVE-2025-58187: crypto/x509: Quadratic complexity when checking nam,codacy,go.mod,3,triaged,S1,dependencies,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1066,CK-110-M072,Expected: 1; Actual: 0; Below,codacy,docs/STEP64_METRICS_VALIDATION.md,123,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1067,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/adversarial/g2_inconsistent_state_adversarial_test.go,259,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1068,CK-110-M014,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/maintenance/gc.go,744,triaged,S1,gc,include,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1069,CK-110-M003,The application was found setting directory permissions to overly permissive values.,codacy,internal/snapshot/snapshot.go,1256,triaged,S1,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1070,CK-110-M062,Method TestSweepUnreachableChunksDeletesPackedMappings has a cyclomatic complexity of 12 (limit is 8),codacy,internal/maintenance/gc_packed_test.go,158,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1071,CK-110-M051,Method TestLocalWriterAppendPayloadRefreshesDBSizeBeforeRotationDecision has 54 lines of code (limit is 50),codacy,internal/container/local_writer_test.go,254,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1072,CK-110-M072,Expected: 1; Actual: 0; Below,codacy,docs/BENCHMARK_CORPORA.md,256,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1073,CK-110-M020,The application was found setting directory permissions to overly permissive values.,codacy,internal/benchmark/scenarios.go,171,triaged,S1,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1074,CK-110-M072,Expected: 1; Actual: 0; Below,codacy,docs/BENCHMARK_CORPORA.md,262,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1075,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/adversarial/g6_concurrent_operations_adversarial_test.go,172,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1076,CK-110-M051,Method snapshotBlocksForFile has 67 lines of code (limit is 50),codacy,internal/storage/store_compression_feature_gate_test.go,243,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1077,CK-110-M070,Method legacyGetSnapshotStats has a cyclomatic complexity of 14 (limit is 8),codacy,internal/observability/equivalence_phase7_test.go,503,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1078,CK-110-M070,Method TestInspectDeterministicOutput has a cyclomatic complexity of 11 (limit is 8),codacy,internal/observability/inspect_test.go,866,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1079,CK-110-M072,Expected: 1; Actual: 0; Below,codacy,docs/STEP64_METRICS_VALIDATION.md,229,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1080,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/BENCHMARK_METRICS.md,139,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1081,CK-110-M020,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,internal/benchmark/scenarios.go,201,triaged,S1,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1082,CK-110-M070,Method TestStatsEnrichesGraphSnapshotReachabilityForNumericSnapshotIDs has a cyclomatic complexity of 12 (limi,codacy,internal/observability/stats_test.go,332,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1083,CK-110-M062,Method testStep69SingleRepoClass has 66 lines of code (limit is 50),codacy,tests/adversarial/g69_gc_safety_matrix_test.go,73,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1084,CK-110-M060,Method TestStorageBlockReaderPhysicalHashMismatchOnFlippedByte has a cyclomatic complexity of 11 (limit is 8),codacy,internal/storage/storage_block_reader_test.go,439,deferred,S3,packed-storage,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1085,CK-110-M051,Method TestSimulatedWriterAppendPayloadCreatesAndRotatesContainer has a cyclomatic complexity of 18 (limit is ,codacy,internal/container/simulated_writer_test.go,47,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1086,CK-110-M070,Method TestInspectChunkRelationsIncludeLegacyBlockMetadata has a cyclomatic complexity of 20 (limit is 8),codacy,internal/observability/inspect_test.go,336,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1087,CK-110-M051,Method TestReplacePhysicalFileLogicalTargetTx has a cyclomatic complexity of 13 (limit is 8),codacy,internal/storage/physical_file_repository_test.go,121,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1088,CK-110-M062,Method TestSweepUnreachableChunksMixedPackedBlockKeepsAllRefsAndChunks has a cyclomatic complexity of 19 (limi,codacy,internal/maintenance/gc_packed_test.go,283,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1089,CK-110-M023,Detected non-static command inside Command.,codacy,tests/integration/v18_migration_compatibility_integration_test.go,1942,triaged,S1,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1090,CK-110-M062,File internal/maintenance/gc_step11_test.go has 535 non-comment lines of code,codacy,internal/maintenance/gc_step11_test.go,1,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1091,CK-110-M070,Method  has a cyclomatic complexity of 12 (limit is 8),codacy,tests/adversarial/g9_batch_semantics_adversarial_test.go,449,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1092,CK-110-M051,File internal/storage/store_compression_feature_gate_test.go has 779 non-comment lines of code,codacy,internal/storage/store_compression_feature_gate_test.go,1,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1093,CK-110-M067,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,internal/storage/restore_test.go,1903,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1094,CK-110-M026,Method RemoveFileWithDBResult has 92 lines of code (limit is 50),codacy,internal/storage/remove.go,238,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1095,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/benchmarking.md,304,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1096,CK-110-M062,Method TestCollectBlockStatsCompressionAggregatesMixedRepository has 77 lines of code (limit is 50),codacy,internal/maintenance/stats_test.go,542,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1097,CK-110-M062,Method insertPackedStorageBlockFixtureWithCompression has 54 lines of code (limit is 50),codacy,internal/maintenance/gc_test.go,969,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1098,CK-110-M001,All queries must target RAC_* tables.Query does not reference RAC_* table.,codacy,db/schema_postgres.sql,331,triaged,S1,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1099,CK-110-M057,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/integration/read_path_regression_test.go,366,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1100,CK-110-M027,Method checkSealedContainersHash has 57 lines of code (limit is 50),codacy,internal/verify/verify_container.go,193,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1101,CK-110-M006,The application was found setting directory permissions to overly permissive values.,codacy,internal/container/local_writer.go,357,triaged,S1,storage,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1102,CK-110-M047,Method TestRunMigrationsAddsTransformAwareStorageBlockMetadataToV12Repositories has a cyclomatic complexity of,codacy,internal/db/migrations_test.go,839,triaged,S3,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1103,CK-110-M044,Method inspectChunk has a cyclomatic complexity of 12 (limit is 8),codacy,internal/observability/inspect.go,314,triaged,S2,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1104,CK-110-M047,Method TestRunMigrationsAddsTransformAwareStorageBlockMetadataToV12Repositories has 145 lines of code (limit i,codacy,internal/db/migrations_test.go,839,triaged,S3,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1105,CK-110-M026,Method ParseStorageContext has a cyclomatic complexity of 14 (limit is 8),codacy,internal/storage/context.go,141,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1106,CK-110-M066,Method testStep67MatrixVariant has 104 lines of code (limit is 50),codacy,tests/adversarial/g67_deterministic_restore_matrix_test.go,59,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1107,CK-110-M070,Method TestTraverseWithOptionsEmitsTraceEvents has a cyclomatic complexity of 10 (limit is 8),codacy,internal/graph/traversal_test.go,279,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1108,CK-110-M057,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g610_mixed_repository_stability_test.go,209,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1109,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/BENCHMARK_METRICS.md,30,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1110,CK-110-M062,Method TestSimulateGCMatchesActualGCDeletion has a cyclomatic complexity of 20 (limit is 8),codacy,internal/maintenance/gc_parity_test.go,58,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1111,CK-110-M057,The application dynamically constructs file or path information.,codacy,tests/adversarial/g611_adversarial_compression_longrun_test.go,322,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1112,CK-110-M063,The application dynamically constructs file or path information.,codacy,internal/maintenance/gc_test.go,947,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1113,CK-110-M051,Method TestGetLogicalFileInspectInfoWithDBFound has 56 lines of code (limit is 50),codacy,internal/storage/remove_test.go,266,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1114,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/utils/common.go,731,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1115,CK-110-M062,Method TestBuildPlanUnreachableChunkIsReclaimable has a cyclomatic complexity of 10 (limit is 8),codacy,internal/gc/plan_test.go,210,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1116,CK-110-M009,Insecure dependency golang/stdlib@v1.23.0 (CVE-2025-22866: crypto/internal/nistec: golang: Timing sidechannel ,codacy,go.mod,3,triaged,S1,dependencies,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1117,CK-110-M027,Method verifyFileContainersAndOffsets has a cyclomatic complexity of 11 (limit is 8),codacy,internal/verify/verify_file.go,246,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1118,CK-110-M026,Method QuarantineContainerInDir has 51 lines of code (limit is 50),codacy,internal/container/container.go,579,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1119,CK-110-M044,Method blockMetadataFromPacked has 13 parameters (limit is 8),codacy,internal/observability/inspect.go,804,triaged,S2,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1120,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/adversarial/g10_g13_physical_graph_adversarial_test.go,153,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1121,CK-110-M001,All queries must target RAC_* tables.Query does not reference RAC_* table.,codacy,db/schema_postgres.sql,315,triaged,S1,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1122,CK-110-M057,The application dynamically constructs file or path information.,codacy,tests/adversarial/g68_dedup_semantics_matrix_test.go,276,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1123,CK-110-M070,Method TestSearchFilesUsesCurrentStatePhysicalPaths has 57 lines of code (limit is 50),codacy,internal/listing/search_test.go,83,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1124,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/adversarial/g7_deep_corruption_adversarial_test.go,259,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1125,CK-110-M062,Method TestRunGCMixedCompressionAgnosticPackedReachabilityAndRestoreStep311 has 138 lines of code (limit is 50,codacy,internal/maintenance/gc_test.go,1032,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1126,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/BENCHMARK_METRICS.md,98,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1127,CK-110-M061,The application dynamically constructs file or path information.,codacy,internal/storage/storage_block_reader_test.go,398,deferred,S3,packed-storage,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1128,CK-110-M062,Method TestRunGCSnapshotRetainsPackedBlockAndRestoreSucceedsWhenLiveNamespaceRemoved has 139 lines of code (li,codacy,internal/maintenance/gc_test.go,796,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1129,CK-110-M001,All queries must target RAC_* tables.Query does not reference RAC_* table.,codacy,db/schema_postgres.sql,419,triaged,S1,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1130,CK-110-M025,Method ResolveSnapshotPaths has a cyclomatic complexity of 26 (limit is 8),codacy,internal/snapshot/path_resolver.go,150,triaged,S2,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1131,CK-110-M052,The application was found setting file permissions to overly permissive values.,codacy,internal/container/container_test.go,229,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1132,CK-110-M052,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/container/local_writer_test.go,597,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1133,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/benchmarking.md,1340,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1134,CK-110-M025,File internal/snapshot/snapshot.go has 1244 non-comment lines of code,codacy,internal/snapshot/snapshot.go,1,triaged,S2,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1135,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go,200,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1136,CK-110-M011,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,internal/iodebug/counters.go,155,triaged,S1,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1137,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/integration/v18_migration_compatibility_integration_test.go,849,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1138,CK-110-M027,Method VerifySystemDeepWithContainersDir has a cyclomatic complexity of 11 (limit is 8),codacy,internal/verify/verify_system.go,208,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1139,CK-110-M076,"Undefined acronym ""AES"" — define on first use or add to glossary.",codacy,SECURITY.md,11,triaged,S4,codacy,exclude,REVIEW,v1.10.4 candidate issue linked from selected matrix row
CK-110-1140,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/integration/read_path_regression_test.go,366,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1141,CK-110-M069,The application dynamically constructs file or path information.,codacy,internal/benchmark/dataset_test.go,125,triaged,S3,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1142,CK-110-M066,Method TestRestorePinningFailsOnEmptyChunkChunkerVersion has a cyclomatic complexity of 11 (limit is 8),codacy,internal/storage/restore_test.go,343,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1143,CK-110-M045,"The result of command substitution $(...) or `...`, if unquoted, is split on whitespace or other separators sp",codacy,scripts/smoke.sh,1208,triaged,S1,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1144,CK-110-M059,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/observability/service_test.go,260,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1145,CK-110-M051,Method  has a cyclomatic complexity of 22 (limit is 8),codacy,internal/storage/store_compression_feature_gate_test.go,464,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1146,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/integration/v18_migration_compatibility_integration_test.go,1301,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1147,CK-110-M067,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g67_deterministic_restore_matrix_test.go,68,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1148,CK-110-M070,Method TestEncodeBlockSerializesHeaderEntriesPayloadLittleEndian has a cyclomatic complexity of 9 (limit is 8),codacy,internal/blocks/block_format_v1_test.go,10,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1149,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/STEP64_METRICS_VALIDATION.md,218,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1150,CK-110-M027,Method checkContainersFileExistence has 56 lines of code (limit is 50),codacy,internal/verify/verify_container.go,45,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1151,CK-110-M056,Method equalLegacyBlocksStep612 has a cyclomatic complexity of 11 (limit is 8),codacy,tests/integration/v19_legacy_upgrade_path_integration_test.go,369,triaged,S3,filesystem,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1152,CK-110-M069,The application was found setting file permissions to overly permissive values.,codacy,internal/benchmark/determinism_test.go,71,triaged,S3,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1153,CK-110-M049,Method TestAdversarialG15CorruptedSnapshotMetadataDetectionConservativeGC has a cyclomatic complexity of 18 (l,codacy,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,207,triaged,S3,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1154,CK-110-M021,Do not use `math/rand`. Use `crypto/rand` instead.,codacy,internal/benchmark/scenarios.go,5,triaged,S1,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1155,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/BENCHMARK_METRICS.md,308,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1156,CK-110-M070,Method TestPhase7LegacyOnlyRestoreAndVerifyIntegration has a cyclomatic complexity of 23 (limit is 8),codacy,tests/integration/v18_migration_compatibility_integration_test.go,270,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1157,CK-110-M070,Method TestInspectContainerRelationsIncludeMixedBlockMetadata has 103 lines of code (limit is 50),codacy,internal/observability/inspect_test.go,415,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1158,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/adversarial/g2_inconsistent_state_adversarial_test.go,110,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1159,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/STEP64_METRICS_VALIDATION.md,25,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1160,CK-110-M068,Method TestChunkerDeterminism_RunDatasetTwice has a cyclomatic complexity of 14 (limit is 8),codacy,internal/chunk/benchmark/benchmark_test.go,351,triaged,S3,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1161,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/BENCHMARK_CORPORA.md,263,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1162,CK-110-M067,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g67_deterministic_restore_matrix_test.go,297,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1163,CK-110-M048,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/db/migrations_test.go,1870,triaged,S3,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1164,CK-110-M070,Method TestInspectSnapshotRelations has a cyclomatic complexity of 11 (limit is 8),codacy,internal/observability/inspect_test.go,670,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1165,CK-110-M051,Method TestLocalWriterAppendPayloadRefreshesDBSizeBeforeRotationDecision has a cyclomatic complexity of 10 (li,codacy,internal/container/local_writer_test.go,254,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1166,CK-110-M072,Expected: 2; Actual: 3,codacy,docs/benchmarking.md,1569,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1167,CK-110-M026,Method RemoveFileWithDBResult has a cyclomatic complexity of 17 (limit is 8),codacy,internal/storage/remove.go,238,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1168,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/BENCHMARK_METRICS.md,77,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1169,CK-110-M009,Insecure dependency golang/stdlib@v1.23.0 (CVE-2025-68121: crypto/tls: crypto/tls: Incorrect certificate valid,codacy,go.mod,3,triaged,S1,dependencies,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1170,CK-110-M057,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g611_adversarial_compression_longrun_test.go,229,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1171,CK-110-M044,Method RenderSimulation has 167 lines of code (limit is 50),codacy,internal/cli/render/simulate.go,12,triaged,S2,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1172,CK-110-M059,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/graph/reachability_test.go,428,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1173,CK-110-M026,Method AppendPayload has 94 lines of code (limit is 50),codacy,internal/container/local_writer.go,114,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1174,CK-110-M072,Expected: 2; Actual: 3,codacy,docs/benchmarking.md,647,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1175,CK-110-M067,The application was found setting file permissions to overly permissive values.,codacy,internal/storage/restore_test.go,2312,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1176,CK-110-M072,Multiple headings with the same content,codacy,docs/benchmarking.md,450,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1177,CK-110-M027,Method CheckPhysicalFileGraphIntegrity has a cyclomatic complexity of 16 (limit is 8),codacy,internal/verify/verify_physical.go,44,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1178,CK-110-M024,Method runSQLiteChunkChunkerVersionMigration has a cyclomatic complexity of 11 (limit is 8),codacy,internal/db/migrations.go,494,triaged,S2,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1179,CK-110-M070,Method TestInspectDeepTraversalLimited has 55 lines of code (limit is 50),codacy,internal/observability/inspect_test.go,802,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
